Planet Name,Planet Host,Num Planets,Orbital Period Days,Equilibrium Temperature,Distance,Mass
Kepler-240 c,Kepler-240,2,7.953528,,746.927,
Kepler-241 b,Kepler-241,2,12.718092,,,
Kepler-241 c,Kepler-241,2,36.065978,,,
Kepler-242 b,Kepler-242,2,8.20395,,600.241,
Kepler-242 c,Kepler-242,2,14.496481,,600.241,
Kepler-243 b,Kepler-243,2,5.715442,,693.86,
Kepler-243 c,Kepler-243,2,20.026218,,693.86,
Kepler-244 b,Kepler-244,3,4.311792,,1036.49,
Kepler-244 c,Kepler-244,3,9.767292,,1036.49,
Kepler-244 d,Kepler-244,3,20.050401,,1036.49,
Kepler-245 b,Kepler-245,4,7.49019,,861.527,
Kepler-245 c,Kepler-245,4,17.460812,,861.527,
Kepler-245 d,Kepler-245,4,36.277108,,861.527,
Kepler-245 e,Kepler-245,4,3.21982106,,861.527,
Kepler-246 b,Kepler-246,2,4.60182,,626.078,
Kepler-246 c,Kepler-246,2,11.187161,,626.078,
Kepler-247 b,Kepler-247,3,3.33616,,663.711,
Kepler-247 c,Kepler-247,3,9.439452,,663.711,
Kepler-247 d,Kepler-247,3,20.477912,,663.711,
Kepler-248 b,Kepler-248,2,6.308205,,738.792,
Kepler-248 c,Kepler-248,2,16.239494,,738.792,
Kepler-249 b,Kepler-249,3,3.306539,,190.401,
Kepler-249 c,Kepler-249,3,7.113702,,190.401,
Kepler-249 d,Kepler-249,3,15.368459,,190.401,
Kepler-250 b,Kepler-250,3,4.148141,,760.585,
Kepler-250 c,Kepler-250,3,7.156804,,760.585,
Kepler-250 d,Kepler-250,3,17.648312,,760.585,
Kepler-251 b,Kepler-251,4,4.790936,,924.625,
Kepler-251 c,Kepler-251,4,16.514043,,924.625,
Kepler-251 d,Kepler-251,4,30.133001,,924.625,
Kepler-251 e,Kepler-251,4,99.640161,,924.625,
Kepler-252 b,Kepler-252,2,6.668391,,379.424,
Kepler-252 c,Kepler-252,2,10.848463,,379.424,
Kepler-253 b,Kepler-253,3,3.783986,,838.595,
Kepler-253 c,Kepler-253,3,10.281951,,838.595,
Kepler-253 d,Kepler-253,3,18.119869,,838.595,
Kepler-254 b,Kepler-254,3,5.826662,,1389.48,
Kepler-254 c,Kepler-254,3,12.412183,,1389.48,
Kepler-254 d,Kepler-254,3,18.746477,,1389.48,
Kepler-255 b,Kepler-255,3,5.714606,,1052.53,
Kepler-255 c,Kepler-255,3,9.946047,,1052.53,
Kepler-255 d,Kepler-255,3,1.04562266,,1052.53,
Kepler-256 b,Kepler-256,4,1.620493,,1026.43,
Kepler-256 c,Kepler-256,4,3.38802,,1026.43,
Kepler-256 d,Kepler-256,4,5.839172,,1026.43,
Kepler-256 e,Kepler-256,4,10.681572,,1026.43,
Kepler-257 b,Kepler-257,3,2.382667,,780.256,
Kepler-257 c,Kepler-257,3,6.581484,,780.256,
Kepler-257 d,Kepler-257,3,24.664551,,780.256,
Kepler-258 b,Kepler-258,2,13.19722,,575.988,
Kepler-258 c,Kepler-258,2,33.653079,,575.988,
Kepler-259 b,Kepler-259,2,8.115317,,1002.14,
Kepler-259 c,Kepler-259,2,36.924931,,1002.14,
Kepler-26 d,Kepler-26,4,3.543919,,335.307,
Kepler-26 e,Kepler-26,4,46.827915,,335.307,
Kepler-260 b,Kepler-260,2,8.187399,,627.365,
Kepler-260 c,Kepler-260,2,76.050178,,627.365,
Kepler-261 b,Kepler-261,2,10.381227,,317.499,
Kepler-261 c,Kepler-261,2,24.570858,,317.499,
Kepler-262 b,Kepler-262,2,13.060855,,613.129,
Kepler-262 c,Kepler-262,2,21.853722,,613.129,
Kepler-263 b,Kepler-263,2,16.568087,,754.747,
Kepler-263 c,Kepler-263,2,47.332773,,754.747,
Kepler-264 b,Kepler-264,2,40.806231,,942.173,
Kepler-264 c,Kepler-264,2,140.101261,,942.173,
Kepler-265 b,Kepler-265,4,6.846262,,1280.25,
Kepler-265 c,Kepler-265,4,17.028937,,1280.25,
Kepler-265 d,Kepler-265,4,43.130617,,1280.25,
Kepler-265 e,Kepler-265,4,67.831024,,1280.25,
Kepler-266 b,Kepler-266,2,6.61833,,1370.79,
Kepler-266 c,Kepler-266,2,107.723601,,1370.79,
Kepler-267 b,Kepler-267,3,3.353728,,264.993,
Kepler-267 c,Kepler-267,3,6.87745,,264.993,
Kepler-267 d,Kepler-267,3,28.464515,,264.993,
Kepler-268 b,Kepler-268,2,25.934138,,851.87,
Kepler-268 c,Kepler-268,2,83.446393,,851.87,
Kepler-269 b,Kepler-269,2,5.326718,,2257.32,
Kepler-269 c,Kepler-269,2,8.127899,,2257.32,
Kepler-270 b,Kepler-270,2,11.476094,,948.781,
Kepler-270 c,Kepler-270,2,25.262887,,948.781,
Kepler-271 b,Kepler-271,3,10.43547805,,404.542,
Kepler-271 c,Kepler-271,3,7.41086267,,404.542,
Kepler-271 d,Kepler-271,3,5.24972541,,404.542,
Kepler-272 b,Kepler-272,3,2.971353,,889.608,
Kepler-272 c,Kepler-272,3,6.057342,,889.608,
Kepler-272 d,Kepler-272,3,10.937304,,889.608,
Kepler-273 b,Kepler-273,2,2.936532,,713.964,
Kepler-273 c,Kepler-273,2,8.014927,,713.964,
Kepler-274 b,Kepler-274,2,11.634788,,1333.62,
Kepler-274 c,Kepler-274,2,33.197861,,1333.62,
Kepler-275 b,Kepler-275,3,10.300682,,2034.25,
Kepler-275 c,Kepler-275,3,16.088134,,2034.25,
Kepler-275 d,Kepler-275,3,35.676062,,2034.25,
Kepler-276 b,Kepler-276,3,14.12841,,1144.86,
Kepler-278 b,Kepler-278,2,30.160546,,443.03,
Kepler-278 c,Kepler-278,2,51.078775,,443.03,
Kepler-279 b,Kepler-279,3,12.309681,,1037.4,
Kepler-280 b,Kepler-280,2,2.139542,,780.361,
Kepler-280 c,Kepler-280,2,4.807091,,780.361,
Kepler-281 b,Kepler-281,2,14.646008,,1745.45,
Kepler-281 c,Kepler-281,2,36.337373,,1745.45,
Kepler-282 b,Kepler-282,4,9.220524,,1337.61,
Kepler-282 c,Kepler-282,4,13.638723,,1337.61,
Kepler-283 b,Kepler-283,2,11.008151,,468.094,
Kepler-283 c,Kepler-283,2,92.743711,,468.094,
Kepler-284 b,Kepler-284,2,12.699149,,1031.95,
Kepler-284 c,Kepler-284,2,37.514456,,1031.95,
Kepler-285 b,Kepler-285,2,2.633867,,824.31,
Kepler-285 c,Kepler-285,2,6.186676,,824.31,
Kepler-286 b,Kepler-286,4,1.796302,,1226.85,
Kepler-286 c,Kepler-286,4,3.468095,,1226.85,
Kepler-286 d,Kepler-286,4,5.914323,,1226.85,
Kepler-286 e,Kepler-286,4,29.221289,,1226.85,
Kepler-287 b,Kepler-287,2,20.342199,,835.86,
Kepler-287 c,Kepler-287,2,44.851896,,835.86,
Kepler-288 b,Kepler-288,3,6.097326,,1194.15,
Kepler-288 c,Kepler-288,3,19.305772,,1194.15,
Kepler-288 d,Kepler-288,3,56.633742,,1194.15,
Kepler-290 b,Kepler-290,2,14.589347,,694.627,
Kepler-290 c,Kepler-290,2,36.77031,,694.627,
Kepler-291 b,Kepler-291,2,3.546511,,1786.48,
Kepler-291 c,Kepler-291,2,5.700786,,1786.48,
Kepler-292 b,Kepler-292,5,2.580827,,1056.48,
Kepler-292 c,Kepler-292,5,3.715335,,1056.48,
Kepler-292 d,Kepler-292,5,7.055679,,1056.48,
Kepler-292 e,Kepler-292,5,11.97901,,1056.48,
Kepler-292 f,Kepler-292,5,20.834237,,1056.48,
Kepler-293 b,Kepler-293,2,19.254196,,974.633,
Kepler-293 c,Kepler-293,2,54.155743,,974.633,
Kepler-294 b,Kepler-294,2,3.701212,,1357.01,
Kepler-294 c,Kepler-294,2,6.6264,,1357.01,
Kepler-295 b,Kepler-295,3,12.645164,,1699.19,
Kepler-295 c,Kepler-295,3,21.526258,,1699.19,
Kepler-295 d,Kepler-295,3,33.884054,,1699.19,
Kepler-296 b,Kepler-296,5,10.864384,,,
Kepler-296 c,Kepler-296,5,5.8416366,,,
Kepler-296 d,Kepler-296,5,19.850291,,,
Kepler-296 e,Kepler-296,5,34.14211,,,
Kepler-296 f,Kepler-296,5,63.33627,,,
Kepler-297 b,Kepler-297,2,38.871826,,692.14,
Kepler-297 c,Kepler-297,2,74.920137,,692.14,
Kepler-298 b,Kepler-298,3,10.475464,,518.204,
Kepler-298 c,Kepler-298,3,22.92881,,518.204,
Kepler-298 d,Kepler-298,3,77.473633,,518.204,
Kepler-299 b,Kepler-299,4,2.927128,,1052.24,
Kepler-299 c,Kepler-299,4,6.885875,,1052.24,
Kepler-299 d,Kepler-299,4,15.054786,,1052.24,
Kepler-299 e,Kepler-299,4,38.285489,,1052.24,
Kepler-300 b,Kepler-300,2,10.446347,,1098.45,
Kepler-300 c,Kepler-300,2,40.714955,,1098.45,
Kepler-301 b,Kepler-301,3,2.508553,,719.166,
Kepler-301 c,Kepler-301,3,5.419026,,719.166,
Kepler-301 d,Kepler-301,3,13.751243,,719.166,
Kepler-302 b,Kepler-302,2,30.184104,,1402.58,
Kepler-302 c,Kepler-302,2,127.282184,,1402.58,
Kepler-303 b,Kepler-303,2,1.937055,,209.738,
Kepler-303 c,Kepler-303,2,7.061149,,209.738,
Kepler-304 b,Kepler-304,4,3.295709,,434.684,
Kepler-304 c,Kepler-304,4,5.315946,,434.684,
Kepler-304 d,Kepler-304,4,9.653471,,434.684,
Kepler-304 e,Kepler-304,4,1.49914695,,434.684,
Kepler-305 d,Kepler-305,4,16.738661,,868.477,
Kepler-305 e,Kepler-305,4,3.20538,,868.477,
Kepler-306 b,Kepler-306,4,4.646186,,775.679,
Kepler-306 c,Kepler-306,4,7.240193,,775.679,
Kepler-306 d,Kepler-306,4,17.326644,,775.679,
Kepler-306 e,Kepler-306,4,44.840975,,775.679,
Kepler-308 b,Kepler-308,2,9.694928,,1335.92,
Kepler-308 c,Kepler-308,2,15.38231,,1335.92,
Kepler-309 b,Kepler-309,2,5.923653,,544.568,
Kepler-309 c,Kepler-309,2,105.356383,,544.568,
Kepler-31 b,Kepler-31,3,20.8613,,1664.64,
Kepler-310 b,Kepler-310,3,13.930698,,602.268,
Kepler-310 c,Kepler-310,3,56.47542,,602.268,
Kepler-310 d,Kepler-310,3,92.876125,,602.268,
Kepler-311 b,Kepler-311,2,9.176092,,778.654,
Kepler-311 c,Kepler-311,2,19.738286,,778.654,
Kepler-312 b,Kepler-312,2,1.772419,,797.72,
Kepler-312 c,Kepler-312,2,19.747412,,797.72,
Kepler-313 b,Kepler-313,2,14.970418,,,
Kepler-313 c,Kepler-313,2,32.273273,,,
Kepler-314 b,Kepler-314,2,2.461069,,268.881,
Kepler-314 c,Kepler-314,2,5.960392,,268.881,
Kepler-315 b,Kepler-315,2,96.101141,,1160.63,
Kepler-315 c,Kepler-315,2,265.469335,,1160.63,
Kepler-316 b,Kepler-316,2,2.240508,,384.938,
Kepler-316 c,Kepler-316,2,6.827766,,384.938,
Kepler-317 b,Kepler-317,2,5.524242,,940.584,
Kepler-317 c,Kepler-317,2,8.77501,,940.584,
Kepler-318 b,Kepler-318,2,4.662715,,489.141,
Kepler-318 c,Kepler-318,2,11.815007,,489.141,
Kepler-319 b,Kepler-319,3,4.362705,,503.436,
Kepler-319 c,Kepler-319,3,6.941357,,503.436,
Kepler-319 d,Kepler-319,3,31.781925,,503.436,
Kepler-32 d,Kepler-32,5,22.7802,,323.847,
Kepler-32 e,Kepler-32,5,2.896,,323.847,
Kepler-32 f,Kepler-32,5,0.74296,,323.847,
Kepler-320 b,Kepler-320,2,8.371554,,826.613,
Kepler-320 c,Kepler-320,2,17.934937,,826.613,
Kepler-321 b,Kepler-321,2,4.915379,,384.542,
Kepler-321 c,Kepler-321,2,13.093921,,384.542,
Kepler-322 b,Kepler-322,2,1.653888,,400.48,
Kepler-322 c,Kepler-322,2,4.337234,,400.48,
Kepler-323 b,Kepler-323,2,1.678327,,454.883,
Kepler-323 c,Kepler-323,2,3.553822,,454.883,
Kepler-324 b,Kepler-324,3,4.385315,,501.574,
Kepler-324 c,Kepler-324,3,51.805612,,501.574,
Kepler-325 b,Kepler-325,3,4.544439,,823.242,
Kepler-325 c,Kepler-325,3,12.762172,,823.242,
Kepler-325 d,Kepler-325,3,38.715185,,823.242,
Kepler-326 b,Kepler-326,3,2.248329,,487.675,
Kepler-326 c,Kepler-326,3,4.580358,,487.675,
Kepler-326 d,Kepler-326,3,6.766888,,487.675,
Kepler-327 b,Kepler-327,3,2.549575,,241.987,
Kepler-327 c,Kepler-327,3,5.212333,,241.987,
Kepler-327 d,Kepler-327,3,13.969457,,241.987,
Kepler-329 b,Kepler-329,2,7.416397,,439.719,
Kepler-329 c,Kepler-329,2,18.684737,,439.719,
Kepler-33 b,Kepler-33,5,5.66793,,1209.16,
Kepler-33 c,Kepler-33,5,13.17562,,1209.16,
Kepler-33 d,Kepler-33,5,21.77596,,1209.16,
Kepler-33 e,Kepler-33,5,31.7844,,1209.16,
Kepler-33 f,Kepler-33,5,41.02902,,1209.16,
Kepler-330 b,Kepler-330,2,8.25978,,717.527,
Kepler-330 c,Kepler-330,2,15.955387,,717.527,
Kepler-331 b,Kepler-331,3,8.457496,,580.119,
Kepler-331 c,Kepler-331,3,17.28111,,580.119,
Kepler-331 d,Kepler-331,3,32.134328,,580.119,
Kepler-332 b,Kepler-332,3,7.626324,,344.19,
Kepler-332 c,Kepler-332,3,15.995622,,344.19,
Kepler-332 d,Kepler-332,3,34.21154,,344.19,
Kepler-333 b,Kepler-333,2,12.551158,,324.413,
Kepler-333 c,Kepler-333,2,24.08821,,324.413,
Kepler-334 b,Kepler-334,3,5.470319,,426.59,
Kepler-334 c,Kepler-334,3,12.758005,,426.59,
Kepler-334 d,Kepler-334,3,25.09849,,426.59,
Kepler-335 b,Kepler-335,2,6.562331,,1278.97,
Kepler-335 c,Kepler-335,2,67.844469,,1278.97,
Kepler-336 b,Kepler-336,3,2.024823,,768.86,
Kepler-336 c,Kepler-336,3,9.600001,,768.86,
Kepler-336 d,Kepler-336,3,20.678772,,768.86,
Kepler-337 b,Kepler-337,2,3.292781,,677.975,
Kepler-337 c,Kepler-337,2,9.693201,,677.975,
Kepler-338 b,Kepler-338,4,13.726976,,552.798,
Kepler-338 c,Kepler-338,4,24.310856,,552.798,
Kepler-338 d,Kepler-338,4,44.431014,,552.798,
Kepler-339 b,Kepler-339,3,4.977656,,616.637,
Kepler-339 c,Kepler-339,3,6.988055,,616.637,
Kepler-339 d,Kepler-339,3,10.558345,,616.637,
Kepler-340 b,Kepler-340,2,14.844387,,808.762,
Kepler-340 c,Kepler-340,2,22.824669,,808.762,
Kepler-341 b,Kepler-341,4,5.195528,,1047.03,
Kepler-341 c,Kepler-341,4,8.01041,,1047.03,
Kepler-341 d,Kepler-341,4,27.666313,,1047.03,
Kepler-341 e,Kepler-341,4,42.473269,,1047.03,
Kepler-342 b,Kepler-342,4,15.170318,,781.611,
Kepler-342 c,Kepler-342,4,26.234138,,781.611,
Kepler-342 d,Kepler-342,4,39.459357,,781.611,
Kepler-342 e,Kepler-342,4,1.64422461,,781.611,
Kepler-343 b,Kepler-343,2,8.96855,,927.193,
Kepler-343 c,Kepler-343,2,23.22182,,927.193,
Kepler-344 b,Kepler-344,2,21.963945,,1002.94,
Kepler-344 c,Kepler-344,2,125.596809,,1002.94,
Kepler-345 b,Kepler-345,2,7.415563,,,
Kepler-345 c,Kepler-345,2,9.387427,,,
Kepler-346 b,Kepler-346,2,6.511127,,984.105,
Kepler-346 c,Kepler-346,2,23.851549,,984.105,
Kepler-347 b,Kepler-347,2,12.79836,,1298.88,
Kepler-347 c,Kepler-347,2,27.320871,,1298.88,
Kepler-348 b,Kepler-348,2,7.05677,,570.783,
Kepler-348 c,Kepler-348,2,17.265427,,570.783,
Kepler-349 b,Kepler-349,2,5.929778,,940.724,
Kepler-349 c,Kepler-349,2,12.247629,,940.724,
Kepler-350 b,Kepler-350,3,11.189562,,956.859,
Kepler-351 b,Kepler-351,3,37.054919,,1083.91,
Kepler-351 c,Kepler-351,3,57.24809,,1083.91,
Kepler-351 d,Kepler-351,3,142.544247,,1083.91,
Kepler-352 b,Kepler-352,2,10.05537,,252.733,
Kepler-352 c,Kepler-352,2,16.332995,,252.733,
Kepler-353 b,Kepler-353,2,5.795278,,384.694,
Kepler-353 c,Kepler-353,2,8.410894,,384.694,
Kepler-354 b,Kepler-354,3,5.47666,,554.064,
Kepler-354 c,Kepler-354,3,16.934402,,554.064,
Kepler-354 d,Kepler-354,3,24.209842,,554.064,
Kepler-355 b,Kepler-355,2,11.03189,,1432.17,
Kepler-355 c,Kepler-355,2,25.762294,,1432.17,
Kepler-356 b,Kepler-356,2,4.612696,,707.559,
Kepler-356 c,Kepler-356,2,13.121632,,707.559,
Kepler-357 b,Kepler-357,3,6.475434,,688.573,
Kepler-357 c,Kepler-357,3,16.85837,,688.573,
Kepler-357 d,Kepler-357,3,49.499875,,688.573,
Kepler-358 b,Kepler-358,2,34.060467,,1101.1,
Kepler-358 c,Kepler-358,2,83.488369,,1101.1,
Kepler-359 b,Kepler-359,3,25.563222,,1443.21,
Kepler-359 c,Kepler-359,3,57.68802,,1443.21,
Kepler-359 d,Kepler-359,3,77.095691,,1443.21,
Kepler-360 b,Kepler-360,2,3.289672,,876.044,
Kepler-360 c,Kepler-360,2,7.186434,,876.044,
Kepler-361 b,Kepler-361,2,8.486616,,930.32,
Kepler-361 c,Kepler-361,2,55.188023,,930.32,
Kepler-362 b,Kepler-362,2,10.327186,,1090.51,
Kepler-362 c,Kepler-362,2,37.866281,,1090.51,
Kepler-363 b,Kepler-363,3,3.614568,,762.596,
Kepler-363 c,Kepler-363,3,7.542427,,762.596,
Kepler-363 d,Kepler-363,3,11.932125,,762.596,
Kepler-364 b,Kepler-364,2,25.745718,,891.462,
Kepler-364 c,Kepler-364,2,59.980627,,891.462,
Kepler-365 b,Kepler-365,2,10.664903,,1038.99,
Kepler-365 c,Kepler-365,2,17.784129,,1038.99,
Kepler-366 b,Kepler-366,2,3.281959,,1856.28,
Kepler-366 c,Kepler-366,2,12.51616,,1856.28,
Kepler-367 b,Kepler-367,2,37.815724,,188.027,
Kepler-367 c,Kepler-367,2,53.578637,,188.027,
Kepler-368 b,Kepler-368,2,26.84768,,770.978,
Kepler-368 c,Kepler-368,2,72.379334,,770.978,
Kepler-369 b,Kepler-369,2,2.732756,,,
Kepler-369 c,Kepler-369,2,14.871572,,,
Kepler-37 e,Kepler-37,4,51.196,,63.9207,
Kepler-370 b,Kepler-370,2,4.57953,,1167.94,
Kepler-370 c,Kepler-370,2,19.02293,,1167.94,
Kepler-371 b,Kepler-371,2,34.763278,,813.192,
Kepler-371 c,Kepler-371,2,67.968015,,813.192,
Kepler-372 b,Kepler-372,3,6.849692,,1493.95,
Kepler-372 c,Kepler-372,3,20.053763,,1493.95,
Kepler-372 d,Kepler-372,3,30.092568,,1493.95,
Kepler-373 b,Kepler-373,2,5.535309,,1090.45,
Kepler-373 c,Kepler-373,2,16.725948,,1090.45,
Kepler-374 b,Kepler-374,3,1.897806,,1265.61,
Kepler-374 c,Kepler-374,3,3.282807,,1265.61,
Kepler-374 d,Kepler-374,3,5.028219,,1265.61,
Kepler-375 b,Kepler-375,2,12.125934,,1238.81,
Kepler-375 c,Kepler-375,2,19.986326,,1238.81,
Kepler-376 b,Kepler-376,2,4.920199,,923.067,
Kepler-376 c,Kepler-376,2,14.172327,,923.067,
Kepler-377 b,Kepler-377,2,12.509529,,823.804,
Kepler-377 c,Kepler-377,2,27.014976,,823.804,
Kepler-378 b,Kepler-378,2,16.092361,,152.094,
Kepler-378 c,Kepler-378,2,28.906009,,152.094,
Kepler-379 b,Kepler-379,2,20.09838,,731.274,
Kepler-379 c,Kepler-379,2,62.784697,,731.274,
Kepler-380 b,Kepler-380,2,3.930821,,813.713,
Kepler-380 c,Kepler-380,2,7.630004,,813.713,
Kepler-381 b,Kepler-381,2,5.629021,,267.323,
Kepler-381 c,Kepler-381,2,13.391635,,267.323,
Kepler-382 b,Kepler-382,2,5.262155,,935.446,
Kepler-382 c,Kepler-382,2,12.162701,,935.446,
Kepler-383 b,Kepler-383,2,12.904532,,,
Kepler-383 c,Kepler-383,2,31.200751,,,
Kepler-384 b,Kepler-384,2,22.597053,,895.678,
Kepler-384 c,Kepler-384,2,45.348269,,895.678,
Kepler-385 b,Kepler-385,3,10.043686,,1432.61,
Kepler-385 c,Kepler-385,3,15.163161,,1432.61,
Kepler-385 d,Kepler-385,3,56.4159,,1432.61,
Kepler-386 b,Kepler-386,2,12.31043,,882.462,
Kepler-386 c,Kepler-386,2,25.193458,,882.462,
Kepler-387 b,Kepler-387,2,6.791636,,801.052,
Kepler-387 c,Kepler-387,2,11.837549,,801.052,
Kepler-388 b,Kepler-388,2,3.173315,,,
Kepler-388 c,Kepler-388,2,13.297004,,,
Kepler-389 b,Kepler-389,2,3.244107,,816.559,
Kepler-389 c,Kepler-389,2,14.51143,,816.559,
Kepler-390 b,Kepler-390,2,6.738088,,435.277,
Kepler-390 c,Kepler-390,2,13.060022,,435.277,
Kepler-391 b,Kepler-391,2,7.416755,,869.236,
Kepler-391 c,Kepler-391,2,20.485435,,869.236,
Kepler-392 b,Kepler-392,2,5.341853,,681.428,
Kepler-392 c,Kepler-392,2,10.423118,,681.428,
Kepler-393 b,Kepler-393,2,9.182417,,881.404,
Kepler-393 c,Kepler-393,2,14.613612,,881.404,
Kepler-394 b,Kepler-394,2,8.005013,,1058.72,
Kepler-394 c,Kepler-394,2,12.130686,,1058.72,
Kepler-395 b,Kepler-395,2,7.054346,,421.382,
Kepler-395 c,Kepler-395,2,34.989262,,421.382,
Kepler-397 b,Kepler-397,2,22.250949,,,
Kepler-397 c,Kepler-397,2,135.498527,,,
Kepler-398 b,Kepler-398,3,4.081423,,177.355,
Kepler-398 c,Kepler-398,3,11.419412,,177.355,
Kepler-398 d,Kepler-398,3,6.83437001,,177.355,
Kepler-399 b,Kepler-399,3,14.425281,,740.537,
Kepler-399 c,Kepler-399,3,26.67569,,740.537,
Kepler-399 d,Kepler-399,3,58.034616,,740.537,
Kepler-400 b,Kepler-400,2,9.024389,,845.97,
Kepler-400 c,Kepler-400,2,17.340824,,845.97,
Kepler-401 b,Kepler-401,3,14.383035,,965.56,
Kepler-401 c,Kepler-401,3,47.318218,,965.56,
Kepler-401 d,Kepler-401,3,184.256405,,965.56,
Kepler-402 b,Kepler-402,4,4.028751,,625.339,
Kepler-402 c,Kepler-402,4,6.124821,,625.339,
Kepler-402 d,Kepler-402,4,8.921099,,625.339,
Kepler-402 e,Kepler-402,4,11.242861,,625.339,
Kepler-403 b,Kepler-403,3,7.031462,,840.269,
Kepler-403 c,Kepler-403,3,54.280749,,840.269,
Kepler-403 d,Kepler-403,3,13.61159129,,840.269,
Kepler-404 b,Kepler-404,2,11.829851,,812.524,
Kepler-404 c,Kepler-404,2,14.751166,,812.524,
Kepler-405 b,Kepler-405,2,10.613839,,1065.08,
Kepler-405 c,Kepler-405,2,29.726682,,1065.08,
Kepler-410 A b,Kepler-410 A,1,17.833648,,147.527,
Kepler-415 c,Kepler-415,2,8.708,,530.487,
Kepler-416 c,Kepler-416,2,12.209,,690.819,
Kepler-417 c,Kepler-417,2,15.943,,973.989,
Kepler-42 b,Kepler-42,3,1.2137672,519.0,40.0595,
Kepler-42 c,Kepler-42,3,0.45328509,720.0,40.0595,
Kepler-42 d,Kepler-42,3,1.865169,450.0,40.0595,
Kepler-421 b,Kepler-421,1,704.1984,185.0,348.558,
Kepler-430 b,Kepler-430,2,35.968,667.0,917.477,
Kepler-430 c,Kepler-430,2,110.979,458.0,917.477,
Kepler-431 b,Kepler-431,3,6.803,1032.0,486.546,
Kepler-431 c,Kepler-431,3,8.703,951.0,486.546,
Kepler-431 d,Kepler-431,3,11.922,856.0,486.546,
Kepler-436 b,Kepler-436,2,64.00205,,588.867,
Kepler-436 c,Kepler-436,2,16.79713874,,588.867,
Kepler-437 b,Kepler-437,1,66.65062,,,
Kepler-438 b,Kepler-438,1,35.23319,,,
Kepler-439 b,Kepler-439,1,178.1396,,757.048,
Kepler-440 b,Kepler-440,1,101.11141,,301.03,
Kepler-441 b,Kepler-441,1,207.2482,,268.003,
Kepler-442 b,Kepler-442,1,112.3053,,365.965,
Kepler-443 b,Kepler-443,1,177.6693,,802.271,
Kepler-444 b,Kepler-444,5,3.6001053,,36.4396,
Kepler-444 c,Kepler-444,5,4.5458841,,36.4396,
Kepler-444 d,Kepler-444,5,6.189392,,36.4396,
Kepler-444 e,Kepler-444,5,7.743493,,36.4396,
Kepler-444 f,Kepler-444,5,9.740486,,36.4396,
Kepler-445 b,Kepler-445,3,2.984151,,127.201,
Kepler-445 c,Kepler-445,3,4.871229,,127.201,
Kepler-445 d,Kepler-445,3,8.15275,,127.201,
Kepler-446 b,Kepler-446,3,1.565409,,96.339,
Kepler-446 c,Kepler-446,3,3.036179,,96.339,
Kepler-446 d,Kepler-446,3,5.148921,,96.339,
Kepler-449 b,Kepler-449,2,12.58242,,241.949,
Kepler-449 c,Kepler-449,2,33.6727,,241.949,
Kepler-450 b,Kepler-450,3,28.454851,,455.982,
Kepler-450 c,Kepler-450,3,15.413135,,455.982,
Kepler-450 d,Kepler-450,3,7.51464,,455.982,
Kepler-452 b,Kepler-452,1,384.843,265.0,551.727,
Kepler-458 c,KIC 9663113,2,20.74028413,,1594.74,
Kepler-46 d,Kepler-46,3,6.766589,,777.06,
Kepler-460 c,KIC 5437945,2,220.1303357,,1274.01,
Kepler-461 b,Kepler-461,1,8.31378306,,692.158,
Kepler-463 b,Kepler-463,1,8.98101683,,394.804,
Kepler-464 b,Kepler-464,1,7.25696522,,667.604,
Kepler-465 b,Kepler-465,1,9.94067247,,553.077,
Kepler-466 b,Kepler-466,2,51.07926307,,530.122,
Kepler-466 c,Kepler-466,2,3.70921385,,530.122,
Kepler-467 b,Kepler-467,1,24.99324193,,466.265,
Kepler-468 b,Kepler-468,1,38.47875707,,442.871,
Kepler-470 b,Kepler-470,1,24.66919569,,929.811,
Kepler-471 b,Kepler-471,1,5.01423457,,1249.41,
Kepler-472 b,Kepler-472,1,4.17625551,,306.602,
Kepler-473 b,Kepler-473,1,14.55731705,,905.937,
Kepler-474 b,Kepler-474,1,5.66067294,,841.496,
Kepler-475 b,Kepler-475,1,3.10550819,,280.069,
Kepler-476 b,Kepler-476,1,14.00640607,,813.535,
Kepler-477 b,Kepler-477,1,11.11990653,,,
Kepler-478 b,Kepler-478,1,13.2217576,,,
Kepler-479 b,Kepler-479,1,12.49341307,,344.901,
Kepler-480 b,Kepler-480,1,4.9195838,,847.508,
Kepler-481 b,Kepler-481,1,10.06082567,,813.724,
Kepler-482 b,Kepler-482,1,56.35418576,,313.068,
Kepler-483 b,Kepler-483,1,30.229104,,860.355,
Kepler-484 b,Kepler-484,1,10.04556931,,382.136,
Kepler-485 b,Kepler-485,1,3.2432598,,1140.95,
Kepler-486 b,Kepler-486,1,30.36044667,,436.257,
Kepler-487 b,Kepler-487,2,15.3587684,,872.343,
Kepler-487 c,Kepler-487,2,38.6519976,,872.343,
Kepler-488 b,Kepler-488,1,3.12082923,,1145.28,
Kepler-489 b,Kepler-489,1,17.27629612,,369.645,
Kepler-49 b,Kepler-49,4,7.2037945,,311.222,
Kepler-49 c,Kepler-49,4,10.9129343,,311.222,
Kepler-49 d,Kepler-49,4,2.576549,,311.222,
Kepler-49 e,Kepler-49,4,18.596108,,311.222,
Kepler-490 b,Kepler-490,1,3.26869515,,1523.0,
Kepler-491 b,Kepler-491,1,4.22538451,,630.785,
Kepler-492 b,Kepler-492,1,11.72012266,,587.91,
Kepler-493 b,Kepler-493,1,3.00387658,,1745.77,
